sku,title,price,comments,rating,shop,brand,category,specs,images,comment_samples,params,url,crawl_time,source_type,source_url,source_html_path,quality_score
100252862167,荣耀WIN游戏本 H9 2026【国家补贴】16吋笔记本电脑 U9 290HX P RTX5070 Ti 32GB 1TB 2.5K 300Hz 闪白,18399.0,500,99,荣耀京东自营旗舰店,荣耀（HONOR）,笔记本电脑,到手价; 【新品热卖】H7系列; H9系列; UItra9-290HX Plus; UItra7-251HX; RTX5070 16+1TB 黑海; RTX5070 Ti 32+1TB 闪白; RTX5070 16+1TB 闪白; RTX5060 16+1TB 黑海 无RGB灯效; RTX5060 16+1TB 闪白 无RGB灯效,https://img30.360buyimg.com/popshop/jfs/t1/6997/27/5197/8479/5bdbedb6Eb8e2ff7f/ebc913b8c18a58e0.jpg | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img13.360buyimg.com/imagetools/jfs/t1/275881/32/10014/609/67e39713F50c8410d/d3fd68c5d0332d21.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t20280623/459520/23/12188/119140/6a3b9c9fF0d5c0a06/0a02320320b9bb26.jpg.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://m.360buyimg.com/ceco/jfs/t1/459664/15/2217/54720/6a30e8c5Ff6bfdcee/06124385a0821cba.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100252862167.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100252862167.html,storage/raw_html/笔记本电脑/100252862167.html,100
100260618291,ROG幻16 Air 2026 酷睿U9 16英寸游戏本笔记本电脑(U9 386H 32G 1T RTX5070 2.5K 240Hz HDR1000)白,23639.02,200,98,玩家国度ROG京东自营旗舰店,ROG,笔记本电脑,U9 386H RTX5060; U9 386H RTX5070; 32G 1TB 5.0固态硬盘; 2.5K 240Hz P3广色域; 铂月白; 日蚀灰,https://img30.360buyimg.com/popshop/jfs/t1/187840/7/6/496934/60852791E070d49f0/f52f9e2c31a708a4.gif | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img13.360buyimg.com/imagetools/jfs/t1/275881/32/10014/609/67e39713F50c8410d/d3fd68c5d0332d21.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/456945/36/18126/133333/6a3bd92aF895aabc6/0083320320c869d4.jpg.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/436635/1/14088/275797/6a0da778F2c03ddd8/00839c49c42cf771.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100260618291.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100260618291.html,storage/raw_html/笔记本电脑/100260618291.html,100
100266311386,联想拯救者R9000P至尊版 电竞游戏笔记本电脑(锐龙9 9955HX3D 32G 1T RTX5080 2.5K OLED 白)国家补贴,27556.51,1000,98,联想京东自营旗舰店,联想（Lenovo）,笔记本电脑,政府补贴价; 顶级配置R9000P至尊版; 旗舰热卖R9000P; 主流爆款R7000P; 多面全能R7000; R9000P R9 9955HX3D 碳晶黑; 无货; R9000P R9 9955HX3D 冰魄白; R9000P R9 9955HX 碳晶黑; R9000P R9 9955HX 冰魄白,https://img30.360buyimg.com/popshop/jfs/t1/112555/40/8269/35265/5eccde31E740602fa/b03c8e74d483c402.gif | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img13.360buyimg.com/imagetools/jfs/t1/275881/32/10014/609/67e39713F50c8410d/d3fd68c5d0332d21.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/460421/35/13766/401036/6a3e70e7F632115f8/0083320320cbcbf9.png.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://m.360buyimg.com/ceco/jfs/t1/374909/40/9211/169024/69390f4aF84e591f5/06124385a0e831bd.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100266311386.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100266311386.html,storage/raw_html/笔记本电脑/100266311386.html,100
100269693775,ThinkPad联想ThinkBook 16p设计师笔记本电脑 FIFA世界杯™限量版酷睿Ultra9 290HX Plus RTX5070 3.2K 32G,17904.01,20000,99,ThinkPad京东自营旗舰店,ThinkPad,笔记本电脑,政府补贴价; 16P设计师系列【Ultra】; 酷睿Ultra 9 275HX; 酷睿Ultra 9 290HX Plus; 酷睿Ultra 7 251HX; 酷睿Ultra 7 255HX; RTX5060 32G 1T 2.5K 灰; RTX5060 32G 1T 3.2K 灰; RTX5070 32G 1T 2.5K 灰; RTX5070 32G 1T 3.2K 灰,https://img30.360buyimg.com/popshop/jfs/t1/154441/34/11587/448970/5fe560dfEeb16bace/4e94c811ff022e6b.gif | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img10.360buyimg.com/imagetools/jfs/t1/282601/12/13228/557/67ebab9fFa2d58ceb/c9bc35c70619faa0.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/461603/36/9536/93826/6a3d1069F389d84f6/0083320320aa6e14.jpg.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/437875/38/14309/92859/6a13e766F1ea60b41/0083320320b710ab.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100269693775.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100269693775.html,storage/raw_html/笔记本电脑/100269693775.html,100
100290293026,ThinkPad联想设计师系列ThinkBook16p AI游戏笔记本电脑酷睿Ultra9-275HX RTX5070 3.2K 165Hz 64G 2T国补,22879.01,20000,99,ThinkPad京东自营旗舰店,ThinkPad,笔记本电脑,政府补贴价; 16P设计师系列【Ultra】; 酷睿Ultra 9 275HX; 酷睿Ultra 9 290HX Plus; 酷睿Ultra 7 251HX; 酷睿Ultra 7 255HX; RTX5060 32G 1T 2.5K 灰; 无货; RTX5060 32G 1T 3.2K 灰; RTX5070 32G 1T 2.5K 灰,https://img30.360buyimg.com/popshop/jfs/t1/154441/34/11587/448970/5fe560dfEeb16bace/4e94c811ff022e6b.gif | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img10.360buyimg.com/imagetools/jfs/t1/282601/12/13228/557/67ebab9fFa2d58ceb/c9bc35c70619faa0.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/464338/35/4901/104030/6a3d105eF0eff44f6/0083320320183397.jpg.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://m.360buyimg.com/ceco/jfs/t1/380512/13/5078/195917/6940fbbbF42d4413b/06124385a083cc6d.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100290293026.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100290293026.html,storage/raw_html/笔记本电脑/100290293026.html,100
100314396840,华硕天选Air 2026 14英寸AI全能电竞游戏笔记本电脑(锐龙AI 9 H 465 32G 1T RTX5060 2.5K)灰,11630.51,2000,99,华硕京东自营官方旗舰店,华硕（ASUS）,笔记本电脑,天选Air 2026 锐龙AI MAX版; 天选Air 2026; 天选Air; 锐龙AI 9/32G/RTX5060/月光银; 锐龙AI 9/32G/RTX5060/日蚀灰; 1T高速固态硬盘; 2.5K 16:10高刷高亮高色域电竞屏,https://img30.360buyimg.com/popshop/jfs/t1/227446/17/35829/5499/6763b7d5F35f5d671/0dce3b24eef19e3a.png | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img13.360buyimg.com/imagetools/jfs/t1/275881/32/10014/609/67e39713F50c8410d/d3fd68c5d0332d21.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/464545/13/4024/69068/6a3bc1e3Fb6507adf/0083320320f0b499.jpg.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/391719/14/3418/144087/69708280Fa202a6c5/00835dc5dc58c69a.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100314396840.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100314396840.html,storage/raw_html/笔记本电脑/100314396840.html,100
100315463712,华硕ProArt创13 2026 锐龙AI MAX+395 可翻转全能笔记本电脑 （13.3英寸 64G 1T 2.8K 触控OLED）,15109.01,500,99,华硕京东自营官方旗舰店,华硕（ASUS）,笔记本电脑,政府补贴价; ProArt创13 联名版; ProArt创13; ProArt创X; 16G 1T; 64G 1T; 128G 1T,https://img30.360buyimg.com/popshop/jfs/t1/227446/17/35829/5499/6763b7d5F35f5d671/0dce3b24eef19e3a.png | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img13.360buyimg.com/imagetools/jfs/t1/275881/32/10014/609/67e39713F50c8410d/d3fd68c5d0332d21.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/464100/15/7540/129255/6a3e3592F01800efc/008332032015e5c0.jpg.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/388514/29/1189/75080/6965e5a1F4d627f55/c99594b101f139ac.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100315463712.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100315463712.html,storage/raw_html/笔记本电脑/100315463712.html,100
100327319430,联想YOGA Pro 15 Aura  15.3英寸笔记本3代Ultra7-356H RTX5060 32G 1T 2.5k 165Hz OLED 灰 国补,12824.03,5000,97,联想京东自营旗舰店,联想（Lenovo）,笔记本电脑,政府补贴价; YOGA Pro-专业创作; YOGA Air -轻薄长续航; YOGA 翻转-百变形态; YOGA Air 14 Ultra - 975g超轻薄; 50系独显-YOGA Pro 16 Aura; 50系独显-YOGA Pro 16 Aura 触控; 50系独显-YOGA Pro 15 Aura; 50系独显-YOGA Pro 15 Aura 触控; 酷睿2代Ultra9 32G 1T RTX5060,https://img30.360buyimg.com/popshop/jfs/t1/112555/40/8269/35265/5eccde31E740602fa/b03c8e74d483c402.gif | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img13.360buyimg.com/imagetools/jfs/t1/275881/32/10014/609/67e39713F50c8410d/d3fd68c5d0332d21.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/458200/25/15213/99424/6a3ba5d0F52393af8/0083320320eab81d.png.avif | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/455758/32/1717/89032/6a27c1e3Fceb0556e/008332032040f7d3.jpg.avif | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/396160/28/21130/88860/69a9698dFad522552/00833203209e53ff.png.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100327319430.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100327319430.html,storage/raw_html/笔记本电脑/100327319430.html,100
100328823082,微星（MSI）绝影16 16英寸轻薄游戏笔记本电脑(酷睿Ultra9 386H RTX5070Ti 32G 1T 2.5K 240Hz)OLED屏国家补贴,18150.28,60,100,微星游戏本京东自营旗舰店,微星（MSI）,笔记本电脑,政府补贴价; 绝影系列2026; 绝影系列2025; RTX5070Ti; RTX5060; 标准版,https://img30.360buyimg.com/popshop/jfs/t1/211057/1/505/47542/61401da0Eb7cd8fb9/5279b8f57246d66e.jpg | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img13.360buyimg.com/imagetools/jfs/t1/275881/32/10014/609/67e39713F50c8410d/d3fd68c5d0332d21.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t20280628/458552/12/19636/110011/6a4145caFe8cb9959/0a02320320a5ec5d.jpg.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/416473/40/9644/113737/69d8c5d1Fd0bf4f84/00833203207da170.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100328823082.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100328823082.html,storage/raw_html/笔记本电脑/100328823082.html,100
100346538842,ROG幻16 双屏 酷睿U9 16英寸设计师游戏本笔记本电脑(U9 386H 64G 1T RTX5070Ti 2.8K 120Hz HDR1000),38404.17,65,100,玩家国度ROG京东自营旗舰店,ROG,笔记本电脑,U9 386H RTX5070Ti; U9 386H RTX5090; 64G 1TB 5.0固态硬盘; 64G 2TB 5.0固态硬盘; 2.8K 120Hz P3广色域; 星璨灰,https://img30.360buyimg.com/popshop/jfs/t1/187840/7/6/496934/60852791E070d49f0/f52f9e2c31a708a4.gif | https://img11.360buyimg.com/img/jfs/t1/273656/23/29811/731/681b1e9aF9ce3b5bc/6102ba8228118daf.png.avif | https://img13.360buyimg.com/imagetools/jfs/t1/360191/26/12093/574/692994a4F40f76eb1/b09679a22e76c60c.png | https://img13.360buyimg.com/imagetools/jfs/t1/275881/32/10014/609/67e39713F50c8410d/d3fd68c5d0332d21.png | https://img12.360buyimg.com/imagetools/jfs/t1/272004/3/10316/603/67e3970eF48112794/73b06855fc070f75.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/460158/33/9068/105628/6a3bd908Ff13efa48/0083320320fb4edc.jpg.avif | https://img12.360buyimg.com/imagetools/jfs/t1/268427/6/7334/5868/677778bfFdfcd1873/09c35cebfaf51498.png | https://img10.360buyimg.com/pcpubliccms/s228x228_jfs/t1/435228/10/15175/177741/6a0c0cbbFfef59896/00833203200b45f3.jpg.avif,path { fill: inherit; }京东首页 ||| path { fill: inherit } 首页购物车我的客服,{},https://item.jd.com/100346538842.html,2026-07-08 21:28:20,jd_direct,https://item.jd.com/100346538842.html,storage/raw_html/笔记本电脑/100346538842.html,100
